단축코드,표준코드,한글명,그룹코드,시가총액규모,지수업종대분류,지수업종중분류,지수업종소분류,제조업,저유동성,지배구조지수종목,KOSPI200섹터업종,KOSPI100,KOSPI50,KRX,ETP,ELW발행,KRX100,KRX자동차,KRX반도체,KRX바이오,KRX은행,SPAC,KRX에너지화학,KRX철강,단기과열,KRX미디어통신,KRX건설,Non1,KRX증권,KRX선박,KRX섹터_보험,KRX섹터_운송,SRI,기준가,매매수량단위,시간외수량단위,거래정지,정리매매,관리종목,시장경고,경고예고,불성실공시,우회상장,락구분,액면변경,증자구분,증거금비율,신용가능,신용기간,전일거래량,액면가,상장일자,상장주수,자본금,결산월,공모가,우선주,공매도과열,이상급등,KRX300,KOSPI,매출액,영업이익,경상이익,당기순이익,ROE,기준년월,시가총액,그룹사코드,회사신용한도초과,담보대출가능,대주가능
091810,KR7091810002,티웨이항공,ST,2.0,0,19,0,N,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,3295,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10681581,500,20180801,215378,107689488000,12.0,,0,,N,N,Y,7488,546,300,232,27.98,20240630.0,7096,,N,N,N
092200,KR7092200005,디아이씨,ST,3.0,0,15,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4025,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,65628,500,20071018,38888,19444284500,12.0,,0,,N,N,Y,3671,126,97,57,6.02,20240630.0,1565,,N,N,N
092220,KR7092220003,KEC,ST,3.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,975,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,900916,500,20061016,200763,100381570500,12.0,,0,,N,N,Y,1286,-12,5,5,0.09,20240630.0,1957,,N,N,N
092230,KR7092230002,KPX홀딩스,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,57000,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,472,5000,20061012,4224,21123230000,12.0,,0,,N,N,Y,6071,344,888,691,9.76,20240630.0,2408,,N,N,N
092440,KR7092440007,기신정기,ST,3.0,0,12,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2630,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,47388,500,20071030,29200,14600000000,3.0,,0,,N,N,Y,366,16,21,17,2.66,20240630.0,767,,N,N,N
092780,KR7092780006,동양피스톤,ST,3.0,0,15,0,Y,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,5800,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4295,500,20171208,13168,6584230000,12.0,,0,,N,N,Y,2273,93,103,71,11.1,20240630.0,763,,N,N,N
092790,KR7092790005,넥스틸,ST,3.0,0,11,0,Y,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,8130,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,326545,500,20230821,26002,13001000000,12.0,,0,,N,N,Y,2691,439,407,263,11.69,20240630.0,2113,,N,N,N
093050,KR7093050003,LF,ST,3.0,0,6,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,14930,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,78693,5000,20061201,29240,146200000000,12.0,,0,,N,N,Y,9158,463,459,400,4.74,20240630.0,4365,,N,N,N
093230,KR7093230001,이아이디,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1392,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,200,20071101,254384,50876872000,12.0,,0,,N,N,Y,1274,29,10,-6,-2.08,20240630.0,3541,,N,N,N
093240,KR7093240000,형지엘리트,ST,3.0,0,6,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1286,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4764520,500,20090928,31154,15577399000,6.0,,0,,N,N,Y,965,21,23,18,3.45,20240331.0,400,,N,N,N
093370,KR7093370005,후성,ST,2.0,0,8,0,Y,N,N,4,N,N,Y,,N,N,N,N,N,N,N,Y,N,0,N,N,N,N,N,N,N,N,6010,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,775902,500,20061222,107255,53627665000,12.0,,0,,N,Y,Y,2205,-52,-44,19,4.17,20240630.0,6446,,N,N,N
094280,KR7094280005,효성ITX,ST,3.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12950,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,6437,500,20071025,11558,5779100000,12.0,,0,,N,N,Y,2470,90,84,65,18.37,20240630.0,1496,971,N,N,N
095570,KR7095570008,AJ네트웍스,ST,3.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4760,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,201897,1000,20150821,45252,46822295000,12.0,,0,,N,N,Y,5242,405,113,85,4.04,20240630.0,2154,,N,N,N
095720,KR7095720009,웅진씽크빅,ST,3.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1713,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,197877,500,20070531,115505,58700796000,12.0,,0,,N,N,Y,4372,37,-30,-40,-2.32,20240630.0,1978,,N,N,N
096760,KR7096760004,JW홀딩스,ST,3.0,0,21,0,N,N,N,0,N,N,Y,,N,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,3490,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,8439340,500,20070731,73924,36962471000,12.0,,0,,N,N,Y,4377,687,797,661,60.14,20240630.0,2579,,N,N,N
096770,KR7096770003,SK이노베이션,ST,1.0,0,8,0,Y,N,N,4,Y,Y,Y,,Y,Y,N,N,N,N,N,Y,N,0,N,N,N,N,N,N,N,Y,111000,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,372695,5000,20070725,95735,503277820000,12.0,,0,,N,Y,Y,376543,4285,-5094,-7373,-5.76,20240630.0,106266,535,N,N,N
096775,KR7096771001,SK이노베이션우,ST,0.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,78900,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,1457,5000,20070725,1248,6242130000,12.0,,1,,N,N,N,0,0,0,0,0.0,,985,,N,N,N
097230,KR7097230007,HJ중공업,ST,3.0,0,18,0,N,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,2675,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,372012,5000,20070831,83274,416371405000,12.0,,0,,N,N,Y,9524,-276,-296,-272,-16.6,20240630.0,2227,,N,N,N
097520,KR7097520001,엠씨넥스,ST,3.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,18090,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,47652,500,20210706,17977,9118563000,12.0,,0,,N,N,Y,5136,229,296,344,20.5,20240630.0,3252,,N,N,N
097950,KR7097950000,CJ제일제당,ST,1.0,0,5,0,Y,N,N,7,Y,N,Y,,N,Y,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,310500,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,72140,5000,20070928,15054,75270930000,12.0,,0,,N,Y,Y,144546,7595,4126,3024,5.14,20240630.0,46743,720,N,N,N
097955,KR7097951008,CJ제일제당 우,ST,0.0,0,5,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,137000,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,6056,5000,20070928,1327,6637165000,12.0,,1,,N,N,N,0,0,0,0,0.0,,1818,,N,N,N
100090,KR7100090000,SK오션플랜트,ST,2.0,0,11,0,Y,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,15450,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,274414,500,20230419,59195,29597784000,12.0,,0,,N,Y,Y,3004,239,80,73,1.98,20240630.0,9145,535,N,N,N
100220,KR7100220003,비상교육,ST,3.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4945,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,62654,500,20080630,12996,6498370500,12.0,,0,,N,N,Y,1122,0,-15,-24,-2.67,20240630.0,642,,N,N,N
100250,KR7100250000,진양홀딩스,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3170,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,8825,500,20080215,55895,27947646000,12.0,,0,,N,N,Y,1371,54,119,86,3.26,20240630.0,1771,,N,N,N
100840,KR7100840008,SNT에너지,ST,3.0,0,12,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12520,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,114650,500,20080222,20680,10340391500,12.0,,0,,N,N,Y,1289,80,202,167,11.76,20240630.0,2589,,N,N,N
101140,KR7101140002,인바이오젠,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9340,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20080402,10044,5022108000,12.0,,0,,N,N,Y,62,-62,194,189,14.9,20231231.0,938,,N,N,N
101530,KR7101530004,해태제과식품,ST,3.0,0,5,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5680,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,30403,500,20160511,29116,14558411000,12.0,,0,,N,N,Y,3150,263,227,179,13.04,20240630.0,1653,,N,N,N
102260,KR7102260007,동성케미컬,ST,3.0,0,26,0,N,N,N,0,N,N,Y,,N,N,N,N,N,N,N,Y,N,0,N,N,N,N,N,N,N,N,4290,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,102802,1000,20080623,49689,49689728000,12.0,,0,,N,N,Y,5057,427,379,380,13.15,20240630.0,2131,,N,N,N
102280,KR7102280005,쌍방울,ST,3.0,0,6,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,269,1,1,Y,N,N,0,N,N,N,0,0,0,100,N,90,0,500,20080610,262592,131296064500,12.0,,0,,N,N,Y,431,-14,-137,-142,-26.77,20240630.0,706,,N,N,N
102460,KR7102460003,이연제약,ST,3.0,0,9,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,13870,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,23827,500,20100610,18586,9293405500,12.0,,0,,N,N,Y,727,9,11,10,0.8,20240630.0,2577,,N,N,N
103140,KR7103140000,풍산,ST,2.0,0,11,0,Y,N,N,3,N,N,Y,,N,N,N,N,N,N,N,N,Y,0,N,N,N,N,N,N,N,N,55800,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,696696,5000,20080730,28024,140121390000,12.0,,0,,N,Y,Y,21972,2155,2020,1482,14.55,20240630.0,15637,,N,N,N
103590,KR7103590006,일진전기,ST,2.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,21950,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,849870,1000,20080801,47685,47685390000,12.0,,0,,N,N,Y,7750,428,405,293,13.65,20240630.0,10466,,N,N,N
104700,KR7104700000,한국철강,ST,3.0,0,11,0,Y,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,Y,0,N,N,N,N,N,N,N,N,8260,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,64985,1000,20080929,42450,46050000000,12.0,,0,,N,N,Y,9051,866,910,682,8.26,20231231.0,3506,,N,N,N
105560,KR7105560007,KB금융,ST,1.0,0,21,0,N,N,Y,6,Y,Y,Y,,Y,Y,N,N,N,Y,N,N,N,0,N,N,N,N,N,N,N,Y,83600,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,1677519,5000,20081010,393528,2090557685000,12.0,,0,,N,Y,Y,431956,46577,37767,27739,9.75,20240630.0,328989,,N,N,N
105630,KR7105630008,한세실업,ST,2.0,0,6,0,Y,N,N,8,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,14790,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,63798,500,20090320,40000,20000000000,12.0,,0,,N,Y,Y,8597,806,555,404,12.15,20240630.0,5916,,N,N,N
105840,KR7105840003,우진,ST,3.0,0,14,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8000,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,166339,500,20100726,20323,10161807000,12.0,,0,,N,N,Y,752,138,154,122,12.11,20240630.0,1625,,N,N,N
107590,KR7107590002,미원홀딩스,ST,3.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,80700,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,176,500,20090302,2320,1315887000,12.0,,0,,N,N,Y,2431,159,246,220,16.1,20240630.0,1872,,N,N,N
108320,KR7108320003,LX세미콘,ST,2.0,0,13,0,Y,N,N,0,N,N,Y,,N,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,N,61000,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,44785,500,20221103,16264,8132150000,12.0,,0,,N,Y,Y,9432,1023,1078,844,16.81,20240630.0,9921,LD1,N,N,N
108670,KR7108670001,LX하우시스,ST,3.0,0,8,0,Y,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,Y,N,N,N,N,N,N,39050,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,18813,5000,20090420,8967,44838350000,12.0,,0,,N,N,Y,17914,702,567,497,11.61,20240630.0,3501,LD1,N,N,N
108675,KR7108671009,LX하우시스우,ST,0.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,22800,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1888,5000,20090420,1032,5161650000,12.0,,1,,N,N,N,0,0,0,0,0.0,,235,,N,N,N
109070,KR7109070003,주성코퍼레이션,ST,3.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4100,1,1,Y,N,N,0,N,N,N,0,0,0,100,N,90,0,500,20090317,52810,26405115000,12.0,,0,,N,N,Y,297,17,20,20,16.94,20240630.0,2165,,N,N,N
111110,KR7111110003,호전실업,ST,3.0,0,6,0,Y,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,7330,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,93324,500,20170202,9749,5532872000,12.0,,0,,N,N,Y,1797,26,61,16,2.33,20240630.0,714,,N,N,N
111380,KR7111380002,동인기연,ST,3.0,0,0,0,Y,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,18520,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,30610,100,20231121,6128,612800000,12.0,,0,,N,N,Y,1035,114,135,99,14.83,20240630.0,1134,,N,N,N
111770,KR7111770004,영원무역,ST,2.0,0,16,0,N,N,N,8,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,38650,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,64317,500,20090730,44311,22155734000,12.0,,0,,N,Y,Y,16024,2375,3124,2435,15.89,20240630.0,17126,,N,N,N
112610,KR7112610001,씨에스윈드,ST,2.0,0,12,0,Y,N,N,2,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,68800,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,506209,500,20141127,42171,21085701500,12.0,,0,,N,Y,Y,15945,1195,755,682,14.38,20240630.0,29013,,N,N,N
114090,KR7114090004,GKL,ST,2.0,0,26,0,N,N,N,8,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,11550,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,146640,500,20091119,61855,30927835000,12.0,,0,,N,Y,Y,1968,271,286,215,10.46,20240630.0,7144,,N,N,N
115390,KR7115390007,락앤락,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8650,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,4725,500,20100128,43326,24062983500,12.0,,0,,N,N,Y,2222,-83,-85,-85,-3.38,20240630.0,3747,,N,N,N
117580,KR7117580001,대성에너지,ST,3.0,0,17,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9610,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,587341,1000,20101224,27500,27500000000,12.0,,0,,N,N,Y,5502,165,177,138,8.57,20240630.0,2642,,N,N,N
118000,KR7118000009,메타케어,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,380,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,74690,500,20091230,164777,82388682000,12.0,,0,,N,N,Y,98,5,51,110,21.24,20240630.0,626,,N,N,N
119650,KR7119650000,KC코트렐,ST,3.0,0,12,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,500,1,1,N,N,Y,0,N,N,N,0,0,0,100,N,90,729819,500,20100129,63669,31834643500,12.0,,0,,N,N,Y,1697,-632,-630,-646,-776.54,20240630.0,318,,N,N,N
120030,KR7120030002,조선선재,ST,3.0,0,12,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,94700,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,668,500,20100219,1257,628825500,12.0,,0,,N,N,Y,666,106,162,130,9.22,20231231.0,1190,,N,N,N
120110,KR7120110002,코오롱인더,ST,2.0,0,8,0,Y,N,N,4,N,N,Y,,N,N,N,N,N,N,N,Y,N,0,N,N,N,N,N,N,N,N,34200,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,98952,5000,20100201,27519,137595455000,12.0,,0,,N,Y,Y,24452,901,822,642,4.13,20240630.0,9411,KOL,N,N,N
120115,KR7120111000,코오롱인더우,ST,0.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,21600,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1418,5000,20100201,2767,13839300000,12.0,,1,,N,N,N,0,0,0,0,0.0,,597,,N,N,N
122900,KR7122900004,아이마켓코리아,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8540,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,29474,500,20100730,33428,18166670000,12.0,,0,,N,N,Y,17184,225,238,163,7.35,20240630.0,2854,,N,N,N
123690,KR7123690000,한국화장품,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7350,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,80300,500,20100601,16068,8034000000,12.0,,0,,N,N,Y,473,24,26,27,18.61,20240630.0,1180,,N,N,N
123700,KR7123700007,SJM,ST,3.0,0,15,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3360,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,29768,500,20100531,15604,7802449000,12.0,,0,,N,N,Y,1035,85,155,111,11.38,20240630.0,524,,N,N,N
123890,KR7123890006,한국자산신탁,ST,3.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3000,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,327625,500,20160713,123977,61988876000,12.0,,0,,N,N,Y,1174,408,409,315,6.07,20240630.0,3719,,N,N,N
126560,KR7126560002,현대퓨처넷,ST,3.0,0,20,0,N,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,Y,N,N,N,N,N,N,N,4200,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,144985,500,20101223,110202,55101472500,12.0,,0,,N,N,Y,908,60,147,104,1.51,20240630.0,4628,Z35,N,N,N
126720,KR7126720002,수산인더스트리,ST,3.0,0,18,0,N,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,21200,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,18578,200,20220801,14286,2857200000,12.0,,0,,N,N,Y,1722,295,325,269,10.69,20240630.0,3028,,N,N,N
128820,KR7128820008,대성산업,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3460,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,48341,5000,20100730,45235,226177390000,12.0,,0,,N,N,Y,7415,140,51,54,1.34,20240630.0,1565,,N,N,N
128940,KR7128940004,한미약품,ST,1.0,0,9,0,Y,N,N,A,Y,N,Y,,N,Y,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,332000,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,142998,2500,20100730,12810,32027477500,12.0,,0,,N,Y,Y,7818,1348,1290,1103,18.94,20240630.0,42532,,N,N,N
129260,KR7129260006,인터지스,ST,3.0,0,19,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2180,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,11469,500,20111216,29747,14873937000,12.0,,0,,N,N,Y,3367,122,121,96,7.13,20240630.0,648,,N,N,N
130660,KR7130660004,한전산업,ST,3.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,15180,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,2956574,500,20101216,32600,16300000000,12.0,,0,,N,N,Y,1917,209,217,170,31.58,20240630.0,4948,,N,N,N
133820,KR7133820001,화인베스틸,ST,3.0,0,11,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,824,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,50405,500,20140722,30826,16688059000,12.0,,0,,N,N,Y,542,-53,-75,-87,-26.62,20240630.0,254,,N,N,N
134380,KR7134380005,미원화학,ST,3.0,0,8,0,Y,Y,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,80400,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,97,1000,20110215,2199,2404080000,12.0,,0,,N,N,Y,2326,249,270,218,15.74,20231231.0,1768,,N,N,N
134790,KR7134790005,시디즈,ST,3.0,0,0,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,27300,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,244,500,20110125,2000,1000000000,12.0,,0,,N,N,Y,1079,2,25,21,6.26,20240630.0,546,,N,N,N
136490,KR7136490000,선진,ST,3.0,0,5,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7090,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,10148,500,20110216,23779,11889802000,12.0,,0,,N,N,Y,8450,688,80,44,1.76,20240630.0,1685,HRM,N,N,N
137310,KR7137310009,에스디바이오센서,ST,2.0,0,14,0,Y,N,,A,N,N,Y,,N,N,,,,,N,,,0,,,N,,,,,,9450,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,250510,500,20210716,124477,62239087500,12.0,,0,,N,Y,Y,3438,-254,-377,-292,-2.08,20240630.0,11763,,N,N,N
138040,KR7138040001,메리츠금융지주,ST,1.0,0,21,0,N,N,N,6,Y,Y,Y,,Y,Y,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,95100,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,364643,500,20110513,190720,113093927000,12.0,,0,,N,Y,Y,237866,17764,17966,13275,27.39,20240630.0,181374,,N,N,N
138490,KR7138490008,코오롱ENP,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5900,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,15415,1000,20110615,38000,38000000000,12.0,,0,,N,N,Y,2441,202,238,188,13.03,20240630.0,2242,KOL,N,N,N
138930,KR7138930003,BNK금융지주,ST,2.0,0,21,0,N,N,Y,6,N,N,Y,,N,N,N,N,N,Y,N,N,N,0,N,N,N,N,N,N,N,Y,9590,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,3239792,5000,20110330,320436,1629676230000,12.0,,0,,N,Y,Y,51346,6058,6626,5029,9.44,20240630.0,30729,,N,N,N
139130,KR7139130009,DGB금융지주,ST,2.0,0,21,0,N,N,Y,6,N,N,Y,,N,N,N,N,N,Y,N,N,N,0,N,N,N,N,N,N,N,Y,8330,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,623018,5000,20110607,169145,845729165000,12.0,,0,,N,Y,Y,39972,1920,1882,1437,5.06,20240630.0,14089,,N,N,N
139480,KR7139480008,이마트,ST,2.0,0,16,0,N,N,N,7,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,61800,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,180177,5000,20110610,27875,139379095000,12.0,,0,,N,Y,Y,142627,125,-1008,-825,-2.16,20240630.0,17227,577,N,N,N
139990,KR7139990006,아주스틸,ST,3.0,0,11,0,Y,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,5250,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7282,500,20210820,26517,13258872000,12.0,,0,,N,N,Y,5403,9,-111,-120,-10.12,20240630.0,1392,,N,N,N
143210,KR7143210003,핸즈코퍼레이션,ST,3.0,0,15,0,Y,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,2190,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,22550,500,20161202,21875,10937873500,12.0,,0,,N,N,Y,3955,-290,-563,-504,-38.67,20240630.0,479,,N,N,N
145210,KR7145210001,다이나믹디자인,ST,3.0,0,12,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5270,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,264439,500,20150319,17301,8650546500,12.0,,0,,N,N,Y,347,2,58,57,20.45,20240630.0,911,,N,N,N
145720,KR7145720009,덴티움,ST,2.0,0,14,0,Y,N,,A,N,N,Y,,N,N,,,,,N,,,0,,,N,,,,,,77600,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,101064,500,20170315,11068,6184415000,12.0,,0,,N,Y,Y,1944,469,490,370,15.42,20240630.0,8589,,N,N,N
