단축코드,표준코드,한글명,그룹코드,시가총액규모,지수업종대분류,지수업종중분류,지수업종소분류,벤처기업,저유동성,KRX,ETP,KRX100,KRX자동차,KRX반도체,KRX바이오,KRX은행,SPAC,KRX에너지화학,KRX철강,단기과열,KRX미디어통신,KRX건설,투자주의,KRX증권,KRX선박,KRX섹터_보험,KRX섹터_운송,KOSDAQ150,기준가,매매수량단위,시간외수량단위,거래정지,정리매매,관리종목,시장경고,경고예고,불성실공시,우회상장,락구분,액면변경,증자구분,증거금비율,신용가능,신용기간,전일거래량,액면가,상장일자,상장주수,자본금,결산월,공모가,우선주,공매도과열,이상급등,KRX300,매출액,영업이익,경상이익,당기순이익,ROE,기준년월,시가총액,그룹사코드,회사신용한도초과,담보대출가능,대주가능
121600,KR7121600001,나노신소재,ST,1.0,0,1009,1023,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,80700,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,83015,500,20110209,12196,6098039000,12,,0,,N,Y,435,41,25,33,3,20240630.0,9842,,N,N,N
121800,KR7121800007,비덴트,ST,2.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,3320,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20111201,77201,38600805500,12,,0,,N,N,46,-20,264,231,8,20240630.0,2563,,N,N,N
121850,KR7121850002,코이즈,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,953,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,248836,500,20120927,30614,15307087500,12,,0,,N,N,109,-7,-6,-6,-8,20240630.0,291,,N,N,N
121890,KR7121890008,에스디시스템,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1544,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,30275,500,20100716,13291,6645723000,12,,0,,N,N,213,10,26,26,25,20231231.0,205,,N,N,N
122310,KR7122310006,제노레이,ST,3.0,0,1009,1029,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6050,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,147009,500,20180528,14553,7276922000,12,,0,,N,N,543,56,33,32,7,20240630.0,880,,N,N,N
122350,KR7122350002,삼기,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1541,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,88228,100,20100319,38339,3833942800,12,,0,,N,N,2692,17,13,17,2,20240630.0,590,,N,N,N
122450,KR7122450000,KX,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3660,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,22181,500,20110525,45335,22768238500,12,,0,,N,N,1956,330,241,190,9,20240630.0,1659,,N,N,N
122640,KR7122640006,예스티,ST,2.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,15680,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,71198,500,20151216,20930,10465054000,12,,0,,N,N,509,53,-26,-37,-7,20240630.0,3281,,N,N,N
122690,KR7122690001,서진오토모티브,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2515,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,53153,500,20100525,21844,10922205000,12,,0,,N,N,12915,421,303,187,11,20240630.0,549,,N,N,N
122870,KR7122870009,와이지엔터테인먼트,ST,1.0,0,1015,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,32000,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,105547,500,20111123,18691,9345524500,12,,0,,N,Y,1774,-163,47,1,-1,20240630.0,5981,,N,N,N
122990,KR7122990005,와이솔,ST,2.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6270,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,15086,500,20100910,28186,14093470500,12,,0,,N,N,2038,90,173,137,8,20240630.0,1767,,N,N,N
123010,KR7123010001,아이윈플러스,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,832,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,61292,500,20160720,32658,16329271000,12,,0,,N,N,167,-24,-26,-17,-7,20240630.0,271,,N,N,N
123040,KR7123040008,엠에스오토텍,ST,2.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3370,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,56515,500,20100806,69172,34586106500,12,,0,,N,N,9106,710,609,315,-14,20240630.0,2331,,N,N,N
123330,KR7123330003,제닉,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,14850,1,1,N,N,N,3,N,N,N,0,0,0,100,N,90,543094,500,20110803,7968,3984340000,12,,0,,N,N,153,3,2,2,3,20240630.0,1183,,N,N,N
123410,KR7123410003,코리아에프티,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6430,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,1151585,100,20100827,27841,2784106400,12,,0,,N,N,3678,207,243,206,22,20240630.0,1790,,N,N,N
123420,KR7123420002,위메이드플레이,ST,3.0,0,1009,1022,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,7940,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,77305,500,20101110,11469,5734921000,12,,0,,N,N,596,1,3,1,0,20240630.0,910,,N,N,N
123570,KR7123570004,이엠넷,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2560,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,29405,500,20111125,22276,11138039000,12,,0,,N,N,177,19,29,27,6,20240630.0,570,,N,N,N
123750,KR7123750002,알톤,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,1607,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,9942,500,20100702,12746,6373148500,12,,0,,N,N,154,-14,-6,-7,-5,20240630.0,204,,N,N,N
123840,KR7123840001,뉴온,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,229,1,1,N,N,Y,0,N,N,N,0,0,0,100,N,90,745251,100,20101005,292370,29237010800,12,,0,,N,N,101,-52,-115,-110,-31,20240630.0,669,,N,N,N
123860,KR7123860009,아나패스,ST,2.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,20450,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,31265,500,20101105,12123,6084915000,12,,0,,N,N,715,45,27,27,6,20231231.0,2479,,N,N,N
124500,KR7124500000,아이티센,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,5720,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,4071287,500,20141223,23204,11602263500,12,,0,,N,N,21705,199,193,141,2,20240630.0,1327,,N,N,N
124560,KR7124560004,태웅로직스,ST,3.0,0,1013,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3075,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,431484,100,20191210,38416,3841658400,12,,0,,N,N,4362,116,109,77,6,20240630.0,1181,,N,N,N
125210,KR7125210005,아모그린텍,ST,3.0,0,1009,1028,,N,N,,N,,,,,N,,,0,,,N,,,,,N,7210,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,44740,500,20190329,16496,8248395000,12,,0,,N,N,635,19,12,4,1,20240630.0,1189,,N,N,N
126340,KR7126340009,비나텍,ST,2.0,0,1009,1028,,N,N,,N,,,,,N,,,0,,,N,,,,,N,37750,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,8390,500,20200923,6085,3042559000,12,,0,,N,N,318,11,25,26,9,20240630.0,2297,,N,N,N
126600,KR7126600006,BGF에코머티리얼즈,ST,2.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3715,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,52697,500,20101112,62766,31383449500,12,,0,,N,N,1797,93,112,82,5,20240630.0,2331,,N,N,N
126640,KR7126640002,화신정공,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1322,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,5984,100,20100831,36373,3637388700,12,,0,,N,N,3599,87,105,90,8,20231231.0,480,,N,N,N
126700,KR7126700004,하이비젼시스템,ST,2.0,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,17070,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,131205,500,20100910,14942,7471056000,12,,0,,N,N,1389,203,322,260,19,20240630.0,2550,,N,N,N
126730,KR7126730001,코칩,ST,3.0,0,1009,1028,,N,N,,N,,,,,N,,,0,,,N,,,,,N,11030,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,745649,500,20240507,8503,4251730000,12,,0,,N,N,170,14,22,18,9,20240630.0,937,,N,N,N
126880,KR7126880004,제이엔케이글로벌,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3540,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,29685,500,20110131,23204,11602451500,12,,0,,N,N,1667,41,45,38,3,20231231.0,821,,N,N,N
127120,KR7127120004,디엔에이링크,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3015,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,42407,500,20111226,22483,11241921500,12,,0,,N,N,61,-49,-31,-31,-25,20240630.0,677,,N,N,N
127710,KR7127710002,아시아경제,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1354,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,33545,500,20150731,34904,17452041000,12,,0,,N,N,372,-107,-172,-170,-21,20240630.0,472,,N,N,N
127980,KR7127980001,화인써키트,ST,3.0,0,1009,1028,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6890,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,6247,100,20230217,11840,1184068400,12,,0,,N,N,466,30,26,23,11,20240630.0,815,,N,N,N
128540,KR7128540002,에코캡,ST,3.0,0,1009,1030,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1409,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,85334,100,20181205,26690,2669046000,12,,0,,N,N,621,-67,-46,-48,-11,20240630.0,376,,N,N,N
128660,KR7128660008,피제이메탈,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3015,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,30799,500,20101213,24803,12401684500,12,,0,,N,N,1177,65,29,20,8,20240630.0,747,,N,N,N
129890,KR7129890000,앱코,ST,3.0,0,1009,1028,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1170,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,32655,100,20201202,50643,5064341000,12,,0,,N,N,989,22,18,18,3,20231231.0,592,,N,N,N
129920,KR7129920005,대성하이텍,ST,3.0,0,1009,1027,,N,N,,N,,,,,N,,,0,,,N,,,,,N,4165,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,172737,100,20220822,13715,1616945300,12,,0,,N,N,431,4,-12,-10,-2,20240630.0,571,,N,N,N
130500,KR7130500002,GH신소재,ST,3.0,0,1009,1020,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3100,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,72547,500,20130802,14545,7272526000,12,,0,,N,N,435,38,38,29,6,20240630.0,450,,N,N,N
130580,KR7130580004,나이스디앤비,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5090,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3068,500,20111222,15400,7700000000,12,,0,,N,N,470,109,124,94,20,20240630.0,783,,N,N,N
130740,KR7130740004,티피씨글로벌,ST,3.0,0,1009,1030,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2075,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,17530,500,20110208,11276,5638339500,12,,0,,N,N,420,-1,19,5,6,20240630.0,233,,N,N,N
131030,KR7131030009,옵투스제약,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6710,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,113284,500,20101203,16153,8282398500,12,,0,,N,N,724,82,130,108,8,20231231.0,1083,,N,N,N
131090,KR7131090003,시큐브,ST,3.0,0,1009,1022,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,859,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,24478,100,20111221,44000,4400000000,12,,0,,N,N,144,45,67,58,13,20231231.0,377,,N,N,N
131100,KR7131100000,티엔엔터테인먼트,ST,3.0,0,1015,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1580,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,8675,500,20110614,28048,14024126000,12,,0,,N,N,1503,135,-172,-178,-26,20231231.0,443,,N,N,N
131180,KR7131180002,딜리,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,998,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,23255,100,20110131,29350,2935000000,12,,0,,N,N,181,20,27,23,8,20240630.0,292,,N,N,N
131220,KR7131220006,대한과학,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4945,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,49019,500,20111011,7454,3727245000,12,,0,,N,N,315,18,19,17,5,20240630.0,368,,N,N,N
131290,KR7131290009,티에스이,ST,2.0,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,42250,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,63613,500,20110105,11061,5530714500,12,,0,,N,N,1343,56,124,87,5,20240630.0,4673,,N,N,N
131370,KR7131370009,알서포트,ST,3.0,0,1009,1022,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3065,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,89546,100,20110105,53267,5326708300,12,,0,,N,N,247,42,44,34,7,20240630.0,1632,,N,N,N
131400,KR7131400004,이브이첨단소재,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2335,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1265836,500,20101227,59589,29794941000,12,,0,,N,N,420,44,-4,-9,-2,20240630.0,1391,,N,N,N
131760,KR7131760001,파인텍,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,755,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,38986,500,20150817,43431,21845701000,12,,0,,N,N,323,16,25,16,10,20240630.0,327,,N,N,N
131970,KR7131970006,두산테스나,ST,2.0,1006,0,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,28550,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,59371,500,20131022,17006,8503283000,12,,0,,N,Y,1916,280,205,304,15,20240630.0,4855,391,N,N,N
133750,KR7133750000,메가엠디,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2145,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,731048,500,20151218,23407,11703538500,12,,0,,N,N,194,19,23,19,6,20240630.0,502,,N,N,N
134060,KR7134060003,이퓨쳐,ST,3.0,0,1009,1022,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4200,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4815,500,20110427,4769,2384625000,12,,0,,N,N,105,10,15,14,6,20231231.0,200,,N,N,N
134580,KR7134580000,탑코미디어,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2225,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,23237,500,20131126,22025,11012883500,12,,0,,N,N,110,-27,-31,-31,-17,20240630.0,490,,N,N,N
136410,KR7136410008,아셈스,ST,3.0,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6990,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,40350,500,20220207,11019,5671183000,12,,0,,N,N,265,40,28,24,8,20240630.0,770,,N,N,N
136480,KR7136480001,하림,ST,2.0,0,1009,1019,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2780,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,353628,500,20110502,106209,53104851000,12,,0,,N,N,6320,79,-228,-243,-16,20240630.0,2952,HRM,N,N,N
136540,KR7136540002,윈스,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12510,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,6908,500,20110502,13644,6932081000,12,,0,,N,N,467,89,107,86,9,20240630.0,1706,,N,N,N
137080,KR7137080008,나래나노텍,ST,3.0,0,1009,1027,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3840,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,12169,500,20220208,11059,6435671000,12,,0,,N,N,116,-108,-105,-88,-20,20240630.0,424,,N,N,N
137400,KR7137400008,피엔티,ST,1.0,0,1009,1027,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,49450,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,239059,500,20120706,23743,11871543000,12,,0,,N,Y,4450,642,743,551,23,20240630.0,11740,,N,N,N
137940,KR7137940003,넥스트아이,ST,3.0,0,1009,1029,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,409,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,227257,100,20110614,78320,8047839200,12,,0,,N,N,372,-12,-14,-17,-4,20240630.0,320,,N,N,N
137950,KR7137950002,제이씨케미칼,ST,3.0,0,1009,1023,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4810,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,20162,500,20110808,22267,11133907000,12,,0,,N,N,1801,36,-1,-21,0,20240630.0,1071,,N,N,N
138070,KR7138070008,신진에스엠,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2525,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,73817,500,20111128,17503,8751602000,12,,0,,N,N,287,13,10,9,2,20240630.0,441,,N,N,N
138080,KR7138080007,오이솔루션,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,10810,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3379,500,20140227,10624,5312047500,12,,0,,N,N,156,-155,-154,-149,-29,20240630.0,1148,,N,N,N
138360,KR7138360003,협진,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,831,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,236703,500,20131108,48348,24174124000,12,,0,,N,N,103,-23,-22,-19,-5,20231231.0,401,,N,N,N
138580,KR7138580006,비즈니스온,ST,2.0,0,1009,1022,,N,N,,N,,,,,N,,,0,,,N,,,,,N,15880,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,1138,500,20171130,22556,11278081500,12,,0,,N,N,260,85,77,60,15,20240630.0,3581,,N,N,N
138610,KR7138610001,나이벡,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,17260,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,55116,500,20110713,10291,5145911500,12,,0,,N,N,157,-22,-62,-63,-20,20231231.0,1776,,N,N,N
139050,KR7139050009,BF랩스,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,2805,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20110729,8644,4322275500,12,,0,,N,N,94,-55,-99,-99,-50,20240630.0,242,,N,N,N
139670,KR7139670004,키네마스터,ST,3.0,0,1009,1022,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2955,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,19989,500,20111202,14118,7059405000,12,,0,,N,N,67,3,22,22,24,20240630.0,417,,N,N,N
140070,KR7140070004,서플러스글로벌,ST,3.0,0,1011,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2920,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,22362,100,20170125,36988,3698800000,12,,0,,N,N,1196,102,60,40,4,20240630.0,1080,,N,N,N
140410,KR7140410002,메지온,ST,1.0,1006,0,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,Y,31100,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,81532,500,20120120,29956,14978209000,12,,0,,N,Y,44,-87,-13,-15,-5,20240630.0,9316,,N,N,N
140430,KR7140430000,카티스,ST,3.0,1006,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3675,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,384141,100,20240503,17922,1792294700,12,,0,,N,N,300,19,24,21,11,20231231.0,658,,N,N,N
140520,KR7140520008,대창스틸,ST,3.0,0,1009,1026,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2250,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,48918,500,20141205,21109,10554621500,12,,0,,N,N,2097,14,12,0,0,20240630.0,474,,N,N,N
140670,KR7140670001,알에스오토메이션,ST,3.0,0,1009,1028,,N,N,,N,,,,,N,,,0,,,N,,,,,N,11610,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,29647,500,20170811,9303,4651570000,12,,0,,N,N,331,-33,-35,-50,-30,20240630.0,1080,,N,N,N
140860,KR7140860008,파크시스템스,ST,1.0,0,1009,1029,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,175500,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,23593,500,20151217,6983,3491804500,12,,0,,N,Y,704,132,175,161,21,20240630.0,12256,,N,N,N
141000,KR7141000000,비아트론,ST,3.0,0,1009,1027,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6620,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,5190,500,20120504,12114,6057355000,12,,0,,N,N,120,-5,50,44,5,20240630.0,801,,N,N,N
141080,KR7141080002,리가켐바이오,ST,1.0,1006,0,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,Y,104900,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1644899,500,20130510,36567,18283674000,12,,0,,N,Y,618,-77,24,20,1,20240630.0,38359,,N,N,N
142210,KR7142210004,유니트론텍,ST,3.0,0,1011,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5610,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,201889,500,20160202,19246,9623046000,12,,0,,N,N,3687,179,168,130,24,20240630.0,1079,,N,N,N
142280,KR7142280007,녹십자엠에스,ST,3.0,0,1009,1024,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4255,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1972139,500,20141217,21741,10870963000,12,,0,,N,N,492,4,11,11,6,20240630.0,925,,N,N,N
142760,KR7142760008,모아라이프플러스,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1616,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,39993,500,20160707,37734,18867405500,12,,0,,N,N,89,-13,-25,-25,-14,20240630.0,609,,N,N,N
143160,KR7143160000,아이디스,ST,3.0,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,15710,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,7145,500,20110926,10716,5358195000,12,,0,,N,N,1522,83,139,128,9,20240630.0,1683,,N,N,N
143240,KR7143240000,사람인,ST,2.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,15480,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,5087,500,20120221,11709,5854631500,12,,0,,N,N,641,119,122,94,11,20240630.0,1812,,N,N,N
143540,KR7143540003,영우디에스피,ST,3.0,0,1009,1027,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,747,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,44417,500,20141029,44599,22299947500,12,,0,,N,N,304,-16,-8,-8,-6,20240630.0,333,,N,N,N
144510,KR7144510005,지씨셀,ST,2.0,1006,0,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,Y,34600,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,60407,500,20160623,15800,7900172000,12,,0,,N,N,865,-80,-167,-162,-6,20240630.0,5466,,N,N,N
144960,KR7144960002,뉴파워프라즈마,ST,2.0,0,1009,1027,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5140,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,80106,100,20161130,43692,4369262400,12,,0,,N,N,2465,194,237,187,10,20240630.0,2245,,N,N,N
145020,KR7145020004,휴젤,ST,1.0,0,1009,1024,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,Y,268000,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,61020,500,20151224,12604,6587798000,12,,0,,N,Y,1697,664,769,597,15,20240630.0,33778,FN4,N,N,N
145170,KR7145170007,노브랜드,ST,3.0,0,1009,1020,,N,N,,N,,,,,N,,,0,,,N,,,,,N,15150,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,102518,500,20240523,9079,4539917000,12,,0,,N,N,2732,131,-124,-140,-22,20240630.0,1375,,N,N,N
146060,KR7146060009,율촌,ST,3.0,0,1009,1026,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1274,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,73950,100,20230908,24015,2401559500,12,,0,,N,N,388,20,9,8,3,20240630.0,305,,N,N,N
146320,KR7146320007,비씨엔씨,ST,2.0,0,1009,1028,,N,N,,N,,,,,N,,,0,,,N,,,,,N,13770,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,185360,500,20220303,12792,6396461500,12,,0,,N,N,373,2,-4,4,1,20240630.0,1761,,N,N,N
